,Sentence,label,transliterated
6054,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive,{'kn': 'ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ'}
6055,@Vinod Kumar.C ೧೦೦% ನಿಜ ಹೇಳಿದೆ ಗುರು,Not_offensive,{'kn': '@ವಿನೋದ್ ಕುಮಾರ್.ಸಿಎಸಿ ೧೦೦% ನಿಜ ಹೇಳಿದೆ ಗುರು'}
6056,ಮ್ಯುಸಿಕ್ ಅಧ್ಬುತವಾಗಿದೆ  5 ಭಾಷೆಯಲ್ಲೂ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಶುಭ ಕೋರುತ್ತೇನೆ,Not_offensive,{'kn': 'ಮ್ಯುಸಿಕ್ ಅಧ್ಬುತವಾಗಿದೆ 5 ಭಾಷೆಯಲ್ಲೂ ಈ ಸಿನಿಮಾ ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೆಂದು ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಶುಭ ಕೋರುತ್ತೇನೆ'}
6057,Super agi akidya guru step Nange eshta aithu dance nimge eshta aitha friends n,Not_offensive,{'kn': 'ಸೂಪರ್ ಆಗಿ ಆಕಿದ್ಯ ಗುರು ಸ್ಟೇಪ್ ನಂಗೆ ಎಷ್ಟ ಐತು ಡಂಸ್ ನಿಂಗೆ ಎಷ್ಟ ಐತ ಫ್ರೆಂಡ್ಸ್ ನ್'}
6058,Super guru hinmele  nanu nimmn Abimani guru,Not_offensive,{'kn': 'ಸೂಪರ್ ಗುರು ಹಿನ್ನೆಲೆ ನಾನು ನಿಮ್ಮ ಅಬಿಮಾನಿ ಗುರು'}
6059,Guru ell idde guru istu dina,Not_offensive,{'kn': 'ಗುರು ಎಲ್ ಇದ್ದೇ ಗುರು ಇಷ್ಟು ದಿನ'}
6060,Waiting #ASN ......,not-Kannada,{'kn': 'ವೈಟಿಂಗ್ #ಆನ್ಸ್ ......'}
6061,Super duperrr hit,Not_offensive,{'kn': 'ಸೂಪರ್ ಡೂಪರ್ ಹಿಟ್'}
6062,Yalla hero fans e movie naa support madtini annoru like madi,Not_offensive,{'kn': 'ಯಲ್ಲಾ ಹೀರೋ ಫ್ಯಾನ್ಸ್ ಏ ಮೂವಿ ನಾ ಸುಪ್ಪೋರ್ಟ್ ಮದ್ತಿನಿ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ'}
6063,Superb  guru,Not_offensive,{'kn': 'ಸುಪರ್ಬ್ ಗುರು'}
6064,Idu yaavdo tamil film remake guru,Offensive_Targeted_Insult_Group,{'kn': 'ಇದು ಯಾವ್ದೋ ತಮಿಲ್ ಫಿಲ್ಮ್ ರೇಮಕೆ ಗುರು'}
6065,Hands  up  super  song,Not_offensive,{'kn': 'ಹಂದ ಅಪ್ ಸೂಪರ್ ಸಾಂಗ್'}
6066,Nivu deshada Ella moole moole bidade suttidira. Avaru hagella sikka sikka varigella kanisikolluvudilla,Offensive_Targeted_Insult_Individual,{'kn': 'ನೀವು ದೇಶದ ಎಲ್ಲಾ ಮೂಲೆ ಮೂಲೆ ಬಿಡದೆ ಸುತ್ತಿದಿರ. ಅವರೂ ಹಾಗೆಲ್ಲ ಸಿಕ್ಕ ಸಿಕ್ಕ ವರಿಗೆಲ್ಲ ಕಾಣಿಸಿಕೊಳ್ಳುವುದಿಲ್ಲ'}
6067,ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು..... ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ.,Offensive_Untargetede,{'kn': 'ನಿಜವಾದ ಕನ್ನಡಿಗ ಈ ರೀತಿ ಇಬ್ಬರು ನಟರ ಅಭಿಮಾನಿಗಳ ಮಧ್ಯ ತಂದಿಡೋ ಬದ್ಲು..... ಎಲ್ಲ ನಟರನ್ನೂ ಪ್ರೋತ್ಸಾಹಿಸ್ತಾನೆ.'}
6068,@Bhavya S M   Duet,not-Kannada,{'kn': '@ಭವ್ಯ ಎಸ್ ಎಮ್ ಡೇಟ್'}
6069,Yenu!¿ Taayganda na neenu? !!,Offensive_Targeted_Insult_Individual,{'kn': 'ಏನು!¿ ತಾಯ್ಗಂದ ನಾ ನೀನು? !!'}
6070,astena sir innu sawlpa chanagi hellbekithu tik tok kalli galige super guru,Not_offensive,{'kn': 'ಆಸ್ತೇನಾ ಸಾರ್ ಇನ್ನು ಸಲ್ವ ಚನಾಗಿ ಹೇಳ್ಳೇಕಿತು ಟಿಕ್ ಟೋಕ್ ಕಳ್ಳಿ ಗಳಿಗೆ ಸೂಪರ್ ಗುರು'}
6071,Tik tok premigalu satthru,Offensive_Targeted_Insult_Group,{'kn': 'ಟಿಕ್ ಟೋಕ್ ಪ್ರೇಮಿಗಳು ಸತ್ತ್ರು'}
6072,Yenelbeko gothagtilla nim swabimanakke ondu Salam sir,Not_offensive,{'kn': 'ಏನೆಲ್ಬೇಕೊ ಗೊತ್ತಾಗ್ತಿಲ್ಲ ನಿಮ್ ಸ್ವಾಭಿಮಾನಕ್ಕೆ ಒಂದು ಸಲಾಂ ಸಾರ್'}
6073,ಹ್ಯಾಪಿ ನ್ಯೂ year ಇನ್ ಅಡ್ವಾನ್ಸ್ ಅಂಡ್ ಇಮ್ ವೈಟಿಂಗ್  ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್,Not_offensive,{'kn': 'ಹ್ಯಾಪಿ ನ್ಯೂ ಯೇರ್ ಇನ್ ಅಡ್ವಾನ್ಸ್ ಅಂಡ್ ಇಮ್ ವೈಟಿಂಗ್ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್'}
6074,@kinu0505 guru avnu darshan fan alla yash fanu,Offensive_Targeted_Insult_Individual,{'kn': '@ಕೀನು0505 ಗುರು ಅವನು ದರ್ಶನ್ ಫ್ಯಾನ್ ಅಲ್ಲಾ ಯಶ್ ಫ್ಯಾನು'}
6075,@Manjunath mtr,Not_offensive,{'kn': '@ಮಂಜುನಾಥ್ ಡ್ಟ್ರರ್'}
6076,Yes 100% true,not-Kannada,{'kn': 'ಯಸ್ 100% ಟ್ರೂ'}
6077,good   one,not-Kannada,{'kn': 'ಗುಡ್ ಒನ್'}
6078,Hands... Up....,not-Kannada,{'kn': 'ಹಂದ... ಅಪ್....'}
6079,@TROLL MONSTER_KANNADA guru Bari mathadak aste yav sule makligu munde bandu mathadastu dhum Ella BOSS always King,Offensive_Targeted_Insult_Individual,{'kn': '@ಟ್ರೋಲ್ ಮಾನ್ಸ್ಟರ್_ಕನ್ನಡ ಗುರು ಬರಿ ಮತದಾ ಆಸ್ಥೆ ಯಾ ಸುಳೆ ಮಕ್ಲಿಗು ಮುಂಡೆ ಬಂದು ಮಠದಷ್ಟು ಧಮ್ ಎಲ್ಲಾ ಬಾಸ್ ಆಲ್ವೇಸ್ ಕಿಂಗ್'}
6080,నేను ఇప్పటి వరకు 50 టైమ్స్ చూశా సాంగ్.... సూపర్ సాంగ్ .......nSuper Acting Rakshith Shetty & Good Acting and Super Movie. .......nI am From Andhra,not-Kannada,{'kn': 'నేను ఇప్పటి వరకు 50 టైమ్స్ చూశా సాంగ్.... సూపర్ సాంగ్ .......ನ್ಸೂಪರ್ ಆಕ್ಟಿಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ & ಗುಡ್ ಆಕ್ಟಿಂಗ್ ಆಂಡ್ ಸೂಪರ್ ಮೂವಿ. .......ನೀ ಆಂ ಫ್ರಮ್ ಆಂಧ್ರ'}
6081,Guru avrkina nine over agi adta  idiya,Offensive_Targeted_Insult_Individual,{'kn': 'ಗುರು ಆವರ್ಕಿನ ನೀನೆ ಓವರ್ ಆಗಿ ಅದ್ತ ಇಡಿಯ'}
6082,DOP and dance styles are lit,Not_offensive,{'kn': 'ಡಾಪ್ ಆಂಡ್ ಡಂಸ್ ಸ್ಟೈಲ್ಸ್ ಅರೆ ಲಿಟ್'}
6083,Guru ninge naanu Dodda fan,Not_offensive,{'kn': 'ಗುರು ನಿಂಗೆ ನಾನು ದೊಡ್ಡ ಫ್ಯಾನ್'}
6084,Oohegu meerida saahasa,Not_offensive,{'kn': 'ಊಹೆಗೂ ಮೀರಿದ ಸಾಹಸ'}
6085,ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು,Offensive_Targeted_Insult_Group,{'kn': 'ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು'}
6086,ಹುಬ್ಬಳ್ಳಿ ಕಿಚ್ಚಾ ಪ್ಯಾನ್ಸ್ ವತಿಯಿಂದ ಒಳ್ಳೆಯದಾಗಲಿ,Not_offensive,{'kn': 'ಹುಬ್ಬಳ್ಳಿ ಕಿಚ್ಚಾ ಪ್ಯಾನ್ಸ್ ವತಿಯಿಂದ ಒಳ್ಳೆಯದಾಗಲಿ'}
6087,U r awesome bro,not-Kannada,{'kn': 'ಊ ರ್ ಅವೆಸೋಮೆ ಬ್ರೋ'}
6088,@Karthik S Reddy 1,not-Kannada,{'kn': '@ಕಾರ್ತೀಕ ಎಸ್ ರೆಡ್ಡಿ 1'}
6089,lo Guys dislike madidhiralla enn yengrappa song madbeku antha swalpa heldrappa,Offensive_Targeted_Insult_Group,{'kn': 'ಲೂ ಗೈಸ್ ದಿಸ್ಲಿಕೆ ಮಾಡಿದಿರಲ್ಲ ಏನ್ ಏಂಗ್ರಪ್ಪ ಸಾಂಗ್ ಮಾಡ್ಬೇಕು ಅಂಥ ಸ್ವಲ್ಪ ಹೇಳ್ದ್ರಪ್ಪ'}
6090,@Ŕävîñđŕå_02_GøWđřú  ನಿಮ್ಮ ಅಮ್ಮನ್ ತುಲ್ಲು,Offensive_Targeted_Insult_Individual,{'kn': '@ŕäವಿಎîñđŕå_02_ಜಿಎøಎđřú ನಿಮ್ಮ ಅಮ್ಮನ್ ತುಲ್ಲು'}
6091,DIYA a awesome film... jana barodakke idraddu prachara swalpa kammi aythu annisthide..istu olle movie ge jana baralla andre bere reason yenide..kelavu films olledildidru kaali pracharadindle hit agatthe.,Offensive_Targeted_Insult_Group,{'kn': 'ದಿಯ ಏ ಅವೆಸೋಮೆ ಫಿಲ್ಮ್... ಜನ ಬರೋದಕ್ಕೆ ಇದ್ದದ್ದು ಪ್ರಚಾರ ಸ್ವಲ್ಪ ಕಮ್ಮಿ ಆಯ್ತು ಅನ್ನಿಸ್ತಿದೆ..ಇಷ್ಟು ಒಳ್ಳೆ ಮೂವಿ ಗೆ ಜನ ಬರಲ್ಲಾ ಆಂಡ್ರೆ ಬೆರೆ ರಿಯೇಷನ್ ಏನಿದೆ..ಕೆಲವು ಫಿಲ್ಮಸ್ ಒಳ್ಳೆದಿಳ್ದಿದ್ರು ಕಾಳಿ ಪ್ರಚಾರದಿಂದಲೇ ಹಿಟ್ ಅಗತ್ತೆ.'}
6092,@Nandi Parthasarathi kurukshethra Hindi version relies madoke helu first dubbing madi yak waste madthira,Offensive_Targeted_Insult_Group,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಕುರುಕ್ಷೇತ್ರ ಹಿಂದಿ ವರ್ಷನ್ ರಿಲೀಸ್ ಮಾಡೋಕೆ ಹೇಳು ಫಸ್ಟ್ ಡಬ್ಬಿಂಗ್ ಮಾಡಿ ಯಾಕ್ ವೇಸ್ಟ್ ಮದ್ತಿರ'}
6093,@Syed Akbar nija,not-Kannada,{'kn': '@ಸೈಯದ್ ಅಕ್ಬರ್ ನಿಜ'}
6094,Thank u bro,not-Kannada,{'kn': 'ಥ್ಯಾಂಕ್ ಊ ಬ್ರೋ'}
6095,Hands up ಇದು ವನವರತ,Not_offensive,{'kn': 'ಹಂದ ಅಪ್ ಇದು ವನವರತ'}
6096,@Pradip AR idhu remake all i am editor,Not_offensive,{'kn': '@ಪ್ರದೀಪ್ ಆರ್ ಇಧು ರೇಮಕೆ ಆಲ ಈ ಆಂ ಎಡಿಟರ್'}
6097,Amar Prasad .com,not-Kannada,{'kn': 'ಅಮರ್ ಪ್ರಸಾದ .ಕಾಮ್'}
6098,Sir namma enne song gu support madi,Not_offensive,{'kn': 'ಸಾರ್ ನಮ್ಮ ಎಣ್ಣೆ ಸಾಂಗ್ ಗೂ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡಿ'}
6099,Superb nice message to all,not-Kannada,{'kn': 'ಸುಪರ್ಬ್ ನೀಸ್ ಮೆಸ್ಸೇಜ್ ಟೊ ಆಲ'}
6100,Movie quality superb,Not_offensive,{'kn': 'ಮೂವಿ ಕ್ವಾಲಿಟಿ ಸುಪರ್ಬ್'}
6101,ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು,Not_offensive,{'kn': 'ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು'}
6102,Hands up 🤗,Not_offensive,{'kn': 'ಹಂದ ಅಪ್ 🤗'}
6103,Amazing movie pls yellaru movie nodi,Not_offensive,{'kn': 'ಅಮೇಜಿಂಗ್ ಮೂವಿ ಪಿಲ್ಸ್ ಎಲ್ಲರೂ ಮೂವಿ ನೋಡಿ'}
6104,Yallo heno aythu anthane alva guru avnu sule maga,Offensive_Targeted_Insult_Individual,{'kn': 'ಎಲ್ಲೋ ಏನೋ ಆಯ್ತು ಅಂತನೇ ಆಳ್ವ ಗುರು ಅವನು ಸುಳೆ ಮಗ'}
6105,ಸುಂದರ ಕಲ್ಪನೆಯ ಹಾಸ್ಯ ಪ್ರಸಂಗಗಳು.nಡಾ. ಶಂಭು ಬಳಿಗಾರರ ಹೇಳುಗಾರಿಕೆ ಜನಮೆಚ್ಚುವಂಥದ್ದು.,Not_offensive,{'kn': 'ಸುಂದರ ಕಲ್ಪನೆಯ ಹಾಸ್ಯ ಪ್ರಸಂಗಗಳು.ನ್ಡಾ. ಶಂಭು ಬಳಿಗಾರರ ಹೇಳುಗಾರಿಕೆ ಜನಮೆಚ್ಚುವಂಥದ್ದು.'}
6106,@Dhee Pu nin baayige .,Offensive_Targeted_Insult_Individual,{'kn': '@ಧೀ ಪು ನೀನ್ ಬಾಯಿಗೆ .'}
6107,Ee movieyinda dodda mattada success siguthhe Prajwal sirge.,Not_offensive,{'kn': 'ಈ ಮೂವಿಯಿಂದ ದೊಡ್ಡ ಮಟ್ಟದ ಸಾಕ್ಸೆಸ್ ಸಿಗುತ್ತೆ ಪ್ರಜ್ವಲ್ ಸರ್ಜ್.'}
6108,Super song,Not_offensive,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್'}
6109,Super song,Not_offensive,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್'}
6110,100M AAgle bek ..,Not_offensive,{'kn': '100ಎಮ್ ಆಯಲ್ ಬೇಕ್ ..'}
6111,Liked it !! Thanks god no drinking songs anymore in kannada,not-Kannada,{'kn': 'ಲಿಕೆಡ್ ಐಟಿ !! ಥಾಂಕ್ಸ್ ಗಾಡ್ ನೋ ಡ್ರಿಂಕಿಂಗ್ ಸಾಂಗ್ಸ್ ಅನಮ್ಮೊರೆ ಇನ್ ಕನ್ನಡ'}
6112,Avalu sule munde nam KarnatakanRakshith avarige sahaya madinPlz,Offensive_Targeted_Insult_Individual,{'kn': 'ಅವಲು ಸುಳೆ ಮುಂಡೆ ನಾಮ್ ಕರ್ನಾಟಕಂಪಕ್ಷಿತ್ ಅವರಿಗೆ ಸಹಾಯ ಮೆಡಿನ್ಫಿಜ್'}
6113,ಅಬ್ಬಾ ಎಂತಹ bgm,Not_offensive,{'kn': 'ಅಬ್ಬಾ ಎಂತಹ ಬೆಜ್'}
6114,Superb u r Kannada pandit yaar,not-Kannada,{'kn': 'ಸುಪರ್ಬ್ ಊ ರ್ ಕನ್ನಡ ಪಂಡಿತ್ ಯಾರ್'}
6115,yen song guru ...super,Not_offensive,{'kn': 'ಏನ್ ಸಾಂಗ್ ಗುರು ...ಸೂಪರ್'}
6116,Hindi yalli innu song reales madilla yake,not-Kannada,{'kn': 'ಹಿಂದಿ ಯಲ್ಲಿ ಇನ್ನು ಸಾಂಗ್ ರಿಯಾಸ್ ಮಾಡಿಲ್ಲ ಯಾಕೆ'}
6117,Darshan kacha thinogu sule magne,Offensive_Targeted_Insult_Individual,{'kn': 'ದರ್ಶನ್ ಕಚಾ ತಿನೋಗು ಸುಳೆ ಮಗ್ನೆ'}
6118,China copy maadi naawu maadbekilla.. jana alli khushyaagilla.. naadre niw helidralli tumba kelsa aagbeku.. bhaaratadalli adella maadodu janakku bekaagalla,Not_offensive,{'kn': 'ಚೀನಾ ಕಾಪಿ ಮಾಡಿ ನಾವು ಮಾಡ್ಬೇಕಿಲ್ಲ.. ಜನ ಅಲ್ಲಿ ಖುಷಿಯಾಗಿಲ್ಲ.. ನಾದರೆ ನೀವ್ ಹೇಳಿದ್ರಲ್ಲಿ ತುಂಬ ಕೆಲ್ಸಾ ಆಗ್ಬೇಕು.. ಭಾರತದಲ್ಲಿ ಅದೆಲ್ಲ ಮಾಡೊದು ಜನಕ್ಕೂ ಬೇಕಾಗಲ್ಲ'}
6119,Bindu lowda hidko ba nan lowda,Offensive_Targeted_Insult_Individual,{'kn': 'ಬಿಂದು ಲೋವದ ಹಿಡ್ಕೊ ಬಿಎ ನಾನ್ ಲೋವದ'}
6120,Kharabbu Pogaru song Like - 317K,Offensive_Targeted_Insult_Other,{'kn': 'ಖರಬ್ಬು ಪೋಗರು ಸಾಂಗ್ ಲೈಕ್ - 317ಕಿ'}
6121,kannadadha abimani jai karnataka all tha best comeback,Not_offensive,{'kn': 'ಕನ್ನಡದ ಅಬಿಮಾನಿ ಜೈ ಕರ್ನಾಟಕ ಆಲ ತಾ ಬೆಸ್ಟ್ ಕಾಮೆಬಾಕ್'}
6122,Super roast but e pubg vedios yake sink madi roast madtira. Change madi,Offensive_Targeted_Insult_Group,{'kn': 'ಸೂಪರ್ ರೋಸ್ಟ್ ಬೂತ್ ಏ ಪಬ್ಗ್ ವೀಡಿಯಸ್ ಯಾಕೆ ಸಿಂಕ್ ಮಾಡಿ ರೋಸ್ಟ್ ಮದ್ತಿರ. ಚೇಂಜ್ ಮಾಡಿ'}
6123,@Vishal Shetty oh karch maadko hogu.... yello yaardo mundaav ikki sampadane maadirtya....,Offensive_Targeted_Insult_Individual,{'kn': '@ವಿಷಲ್ ಶೆಟ್ಟಿ ಓ ಕಾರ್ಚ್ ಮಾಡ್ಕೊ ಹೋಗು.... ಎಲ್ಲೋ ಯಾರ್ಡ್ ಮುಂದೂ ಇಕ್ಕಿ ಸಂಪಾದನೆ ಮಾಡೀರ್ತ್ಯ....'}
6124,Super super super film I can't explain,not-Kannada,"{'kn': ""ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಫಿಲ್ಮ್ ಈ ಕ್ಯಾನ್'ತ್ ಎಕ್ಸ್ಪಿನ್""}"
6125,@TROLL MONSTER_KANNADA @vishal shetty @vinodkalmani @Italy Davi lowdan Lovezz Candy  ಅಂತಾ blind followersಗೆ ಈ ರೀತಿ ಅರ್ಥ ಮಾಡಿಸಬೇಕಾ???? ನೆನ್ನೆ ಮೊನ್ನೆ ಲಬೊ ಲಬೋ ಅಂತ ಬಾಯಿ ಬಡ್ಕೋತಿದ್ದ..... ಇವತ್ತು ಅದೆಲ್ಲಿ ಹೋದನೊ???? mobile no. ಹಾಕೋಕು ಹೆದರಿಕೆ ಬೋಳಿಮಗನಿಗೆ..... ಸುಮ್ನೆ ಬಾಯಿ ಹರಿದುಕೊಂಡು ಅಮ್ಮನ್ ಅಕ್ಕನ್ ಅನ್ನೋದಲ್ಲ..... ನೀವೂ ಗಂಡಸರೆ ಆಗಿದ್ರೆ ನಿಮ್ ನಂಬರ್ ಹಾಕ್ರೋ ಬೇವರ್ಸಿ ಬೋಳಿಕೆಗಳ..... ಥೂ ನಿಮ್ ಜನ್ಮಕಿಷ್ಟು ಬೆಂಕಿ ಹಾಕ.....,Offensive_Targeted_Insult_Group,{'kn': '@ಟ್ರೋಲ್ ಮಾನ್ಸ್ಟರ್_ಕನ್ನಡ @ವಿಷಲ್ ಶೆಟ್ಟಿ @ವಿನೋದ್ಕಲ್ಮಾಣಿ @ಇಟಲಿ ದಾವಿ ಲವ್ಡನ್ ಲವೆಜ್ ಕ್ಯಾಂಡಿ ಅಂತಾ ಬ್ಲೆಂಡ್ ಫೋಲೋವರ್ಸ್ಗೆ ಈ ರೀತಿ ಅರ್ಥ ಮಾಡಿಸಬೇಕಾ???? ನೆನ್ನೆ ಮೊನ್ನೆ ಲಬೊ ಲಬೋ ಅಂತ ಬಾಯಿ ಬಡ್ಕೋತಿದ್ದ..... ಇವತ್ತು ಅದೆಲ್ಲಿ ಹೋದನೊ???? ಮೊಬೈಲ್ ನೋ. ಹಾಕೋಕು ಹೆದರಿಕೆ ಬೋಳಿಮಗನಿಗೆ..... ಸುಮ್ನೆ ಬಾಯಿ ಹರಿದುಕೊಂಡು ಅಮ್ಮನ್ ಅಕ್ಕನ್ ಅನ್ನೋದಲ್ಲ..... ನೀವೂ ಗಂಡಸರೆ ಆಗಿದ್ರೆ ನಿಮ್ ನಂಬರ್ ಹಾಕ್ರೋ ಬೇವರ್ಸಿ ಬೋಳಿಕೆಗಳ..... ಥೂ ನಿಮ್ ಜನ್ಮಕಿಷ್ಟು ಬೆಂಕಿ ಹಾಕ.....'}
6126,Like kiccha fans,not-Kannada,{'kn': 'ಲೈಕ್ ಕಿಚ್ಚ ಫ್ಯಾನ್ಸ್'}
6127,ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc  ನ,Offensive_Targeted_Insult_Group,{'kn': 'ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ ಟಿಕ್ ಟಾಕ್ ನ'}
6128,@Madan Kumar Mister Modan kumor..... ascar yenu nobal price,Not_offensive,{'kn': '@ಮದನ್ ಕುಮಾರ್ ಮಿಸ್ಟರ್ ಮೋಡನ್ ಕುಮಾರ್..... ಆಸ್ಕರ್ ಏನು ನೊಬೆಲ್ ಪ್ರೈಸ್'}
6129,Enta super song,Not_offensive,{'kn': 'ಎಂತ ಸೂಪರ್ ಸಾಂಗ್'}
6130,Ee song ond hava start madutee ansidrey like madi,Not_offensive,{'kn': 'ಈ ಸಾಂಗ್ ಆಂಡ್ ಹವಾ ಸ್ಟಾರ್ಟ್ ಮದುತೇ ಅನಿಸಿರ್ರಿ ಲೈಕ್ ಮಾಡಿ'}
6131,Views struck,not-Kannada,{'kn': 'ವ್ಯೂಸ್ ಸ್ಟ್ರಕ್'}
6132,Dia super movie,not-Kannada,{'kn': 'ಡಿಯಾ ಸೂಪರ್ ಮೂವಿ'}
6133,Sir ನಮ್ಮಲು communist ಆಡಳಿತ ಬಂದರೆ ಯಾವ ರೀತಿ ಇರಬಹುದು ಎಂಬುವುದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಬೇಕು ಮತ್ತು ಅನುಕೂಲ ಅನಾನುಕೂಲ ಗಳ ಬಗ್ಗೆ ತಿಳಿಸಿ ಕೊಡಿ ದಯವಿಟ್ಟು,Not_offensive,{'kn': 'ಸಾರ್ ನಮ್ಮಲು ಕಮ್ಯುನಿಸ್ಟ್ ಆಡಳಿತ ಬಂದರೆ ಯಾವ ರೀತಿ ಇರಬಹುದು ಎಂಬುವುದರ ಬಗ್ಗೆ ಮಾಹಿತಿ ಬೇಕು ಮತ್ತು ಅನುಕೂಲ ಅನಾನುಕೂಲ ಗಳ ಬಗ್ಗೆ ತಿಳಿಸಿ ಕೊಡಿ ದಯವಿಟ್ಟು'}
6134,Yes bro tiktok ban agbeku.,Not_offensive,{'kn': 'ಯಸ್ ಬ್ರೋ ಟಿಕ್ಟಾಕ್ ಬ್ಯಾನ್ ಅಗ್ಬೇಕು.'}
6135,Making Super sir,not-Kannada,{'kn': 'ಮೇಕಿಂಗ್ ಸೂಪರ್ ಸಾರ್'}
6136,Diya..... idond name alla,Offensive_Untargetede,{'kn': 'ದಿಯ..... ಎಡಂಡ್ ನೇಮ್ ಅಲ್ಲಾ'}
6137,Yaru nammamatu kelalla avarige tochiddu avaru madtare,Offensive_Untargetede,{'kn': 'ಯಾರು ನಮ್ಮಮತು ಕೇಳಲ್ಲ ಅವರಿಗೆ ತೋಚಿದ್ದು ಅವರೂ ಮಾಡ್ತಾರೆ'}
6138,Movie needs recognition,not-Kannada,{'kn': 'ಮೂವಿ ನೀಡ್ಸ್ ರೆಕಾನ್ನಿಷನ್'}
6139,ಸೂಪರ್ ಸಾಂಗ್ ಫ್ರಂ ಅಪ್ಪು ಫ್ಯಾನ್,Not_offensive,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ಫ್ರಂ ಅಪ್ಪು ಫ್ಯಾನ್'}
6140,Flop disaster film is on the way...nಇದ್ ಎನ್ ಸಾಂಗ್ ಕುಲವ ಗುರು ಡಬ್ಬ ಸಾಂಗ್,Offensive_Targeted_Insult_Other,{'kn': 'ಫ್ಲಾಪ್ ಡಿಸಾಸ್ಟರ್ ಫಿಲ್ಮ್ ಐಎಸ್ ಒನ್ ದ ವೆ...ನ್ಇದ್ ಎನ್ ಸಾಂಗ್ ಕುಲವ ಗುರು ಡಬ್ಬ ಸಾಂಗ್'}
6141,@Manjunath mtr tq bro,not-Kannada,{'kn': '@ಮಂಜುನಾಥ್ ಡ್ಟ್ರರ್ ಟೆಕಿ ಬ್ರೋ'}
6142,ಶಂಭು ಬಳಿಗಾರವರೆ ತುಂಬಾ ಧನ್ಯವಾದಗಳು ಹಾಸ್ಯ ಜಾನಪದ ಕಥೆ,Not_offensive,{'kn': 'ಶಂಭು ಬಳಿಗಾರವರೆ ತುಂಬಾ ಧನ್ಯವಾದಗಳು ಹಾಸ್ಯ ಜಾನಪದ ಕಥೆ'}
6143,yake andre? D booos du kurishetra filam gay asker awold barbekittu. yak kotela? so d boos fens ee filam nodilla.....,Offensive_Targeted_Insult_Other,{'kn': 'ಯಾಕೆ ಆಂಡ್ರೆ? ಡ್ ಬೋಸ್ ಡೂ ಕುರಿಶೇತ್ರ ಫಿಲಂ ಗೆ ಆಸ್ಕರ್ ಅವಲ್ಡ್ ಬರ್ಬೇಕಿತ್ತು. ಯಾಕ್ ಕೊಟೆಲಾ? ಸೊ ಡ್ ಬೋಸ್ ಫೆನ್ಸ್ ಈ ಫಿಲಂ ನೋಡಿಲ್ಲಾ.....'}
