,tweets,labels
11995,{'kn': 'ಬಾಸ್ ನೀನ್ ವೀಡಿಯೋ ನಾ ಯೂಸ್ ಮಧ್ಕೋಳ ರೋಪೋಸೋ ನಲ್ಲಿ ಪೋಸ್ಟ್ ಮದ್ತಿನಿ ಪಿಲ್ಸ್ ಬ್ರೋ'},0
11996,{'kn': 'ಸೂಪರ್ ಬ್ರೋ ಔರ್ ವೀಡಿಯೋ'},0
11997,  ಹಂದ ಅಪ್,0
11998,{'kn': 'ಸೂಪರ್ ಬ್ರೋ ಲವ್ ಇಂಡಿಯಾ'},0
11999,{'kn': 'ಪ್ರೊಮೋಷನ್ಸ್ ಮಾಡ್ರೋ ಎಲ್ಲಾ 3 ವರ್ಷಾ ಕಷ್ಟ ಪಟ್ಟರು ಡೂ ವೇಸ್ಟ್ ಸ್ಗ್ಬರ್ದು'},0
12000,  ಅಂಜಲಿ ದೇವಿ ಹೀ,0
12001,{'kn': 'ಏ ಹಾಡು ಕನ್ನಡ ವನ್ನೇ ಎತ್ತಿ ತೋರಿ ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸಿದೆ ಎದು ಕನ್ನಡ ದ ಹೆಮ್ಮೆ'},0
12002,  ಒಂದೆ ಆಂಡ್ ಸಂಟ್ ಕೆಟುಡಾಗ್ ಇದ್ರೆ ಟೋರ್ಸೊ ಚಿಲ್ಡ್🤣🤣ನ್ನಂದು ಒಳ್ಳೆ ರಿಸೆಕ್ಟೇಡ್ ಫ್ಯಾಮಿಲಿ ನಿಂಡನ್ ಗೊತ್ತಿಲಮೊದ್ಲು ಟಿಲ್ಕೊಂಡ ಹೇಳು ಬಾಯಿಗ್ ಬ್ಯಾಂಡಂಗ್ ಹೇಳಕ್ ನಂಗು ಬರುತ್ತೆನಾನ್ ಹೆಸ್ರು ಕ್ಯಾಟಿಕೆಂಡ್ ನಿಂಗನ್ ಅಗ್ಬೇಕು,0
12003,{'kn': 'ನೀನ್ ಸೂಪರ್ ಗುರು🤩🤣'},0
12004,{'kn': 'ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಇವರಿಗೆ ಒಂದು ನಮಸ್ಕಾರ್ ಇದೇ ತಾರಾ ಉವರು ಕನ್ನಡ್ ಫಿಲ್ಮ್ ಮಾಡಲಿ ಯುವರ್ ಕಾಮೆಡಿ ತುಂಬ ಚೆನ್ನಾಗಿದೆ.'},0
12005,{'kn': 'ತಪ್ಪು ಎಲ್ಲಾ ನಿಮಾ ಕೆಲವೊಂದು ಡೈಲ್ ಧ್ರುವ ಸರ್ಜ್ ತಾರಾ ಎದೆ ಸ್ಪ್ರರ್'},0
12006,{'kn': 'ಸೂಪರ್ ಆಗಿ ಹುಗ್ಡಿಡಿಯ ಬ್ರೋ'},0
12007,{'kn': 'ಗುಡ್ ಕಂಟೆಂಟ್ ಯಾರದ್ರು ಪರ್ವವಿಳ.'},0
12008,{'kn': 'ಟಿಕ್ ಟಾಕ್ ಸೀ ನ್ ಭಾರತದಲ್ಲಿ ಅತಿ ಹೆಚ್ಚು ಸೋಮಾರಿಗಳಿದ್ದಾರಾ ಹಾಗಾಗಿ ಟಿಕ್ ಟಾಕ್ ಅನ್ನು ಬಳಸುತ್ತಿದ್ದಾರೆ ಅಂತನ್ ಸೊಕ್ಕಿನಿಂದ ಅತಿ ಕೇವಲವಾಗಿ ಮಾತಾಡಿದರೂ ಕೂಡ ನಾಚಿಕೆಗೆಟ್ಟ ನಮ್ಮವರಿಗೆ ಬುದ್ಧಿ ಬಂದಿಲ್ಲ'},0
12009,{'kn': 'ಗುರು ಟಿಕ್ಟಾಕ್ ಬ್ಯಾನ್ ಅಗ್ಬೇಕು ನೀನು ಕಾರ್ಕೆಕ್ಟ್ ಗುರು'},0
12010,{'kn': 'ವು ನೀಸ್ ಸಾಂಗ್'},0
12011,{'kn': '@ಜೆಬ್ ಚಾಪ್ಟರ್ 2 ಗುಡ್'},0
12012,{'kn': 'ವು ನೀಸ್ ಮೂವಿ'},0
12013,{'kn': '@ಟ್ರೋಲ್ ಸ್ಟುಪಿಡ್ ಫ್ಯಾನ್ಸ್ ಹುದ್ಗಿರು ಕಾಮೆಂಟ್ ಮದೊದುನ್ನೇ ನೋಡಾಕ್ ಬರ್ತಿಯಾ ಬವನರ್ಸಿ ಮಾಡಕ್ ಕ್ಯಾಮೆ ಇಲ್ವೇನೋ ಲಾಫರ್'},2
12014,{'kn': 'ಯಾರೆಲ್ಲ ಡಿಸ್ಲೈಕ್ ಮಾಡಿದ್ದಾರೆ ಅವರೆಲ್ಲ ರಶ್ಮಿಕ ಮಂದಣ್ಣ ಅವರ ಫ್ಯಾನ್ಸ್ ಇರ್ಬೊದು ನ್ಪಾಪ ಉರಿತಾ ಇದೆ🤣..ನಮ್ಮ ತುಳುನಾಡಿನ ಪ್ರತಿಭೆನ ನೋಡಿ...'},0
12015,{'kn': 'ಕೇಳಲು ಇಷ್ಟ ಆದರೆ ಇದು ನಿಜ ಅಲ್ಲ ಅನಿಸುತ್ತೆ...ನನ್ನ ಪ್ರಕಾರ'},0
12016,{'kn': 'ರಮೇಶ್ ಸ್ನಕನ್ನನವರ್ ವೇ'},0
12017,{'kn': 'ಲೈಕ್ ಮಾಡಿ ಇಲ್ಲ ಅಂದ್ರೆ ನಿಮ್ಮನೆ ದೇವ್ರು ಶ್ರೀ ಮನ್ನಾರಾಯಣ ನ ಮೇಲಾಣೆ.ನ್ಥಂಡ್ಸ್ ಅಪ್...'},0
12018,{'kn': 'ನಾನು ನೋಧಿಧಿನಿ ಅಟ್ಟರ್ ಪ್ರದೇಶ ಫಾರೆಸ್ಟ್'},0
12019,{'kn': 'ನಾವು ಸಣ್ಣವರದ್ದೀಗಾ ಈ ನಾಟಕ ಹಳೇ ನೆನಪು ಬರತ್ತ ಇದೆ ಇದನ್ನ ಕೇಳಿ ಪುನಃ ಪುನಃ ಕೇಳಬೇಕು ಅನಿಸುತ್ತೆ ಶಂಭು ಬಳಿಗಾರ ದೊಡ್ಡ ನಮಸ್ಕಾರ ಇದೇ ತರ ನುಚ್ಚಿನ ಮಲ್ಲಯ್ಯ ನಾಟಕ ಆಪ್ ಲೋಡ್ ಮಾಡಿ'},0
12020,{'kn': 'ಗುರುವೇ ಇವತ್ತಿನಿಂದ ನಿನ್ನ ಫ್ಯಾನ್ ಆಗಬಿಟ್ಟೆ... ನನ್ನ ದೇಶಾ ನನ್ನ ಹೆಮ್ಮೆ.... ಯಲ್ಲರು ಭಾರತೀಯ ವಸ್ತುಗಳನ್ನೇ ಬಳಸಿ ಭಾರತವನ್ನು ಉಳಿಸಿ.... ಜೈ ಹಿಂದ್..... ತೆನೆ ತೆನೆ ಕುಡಿದ್ರೆ ರಾಶಿ ಹನಿ ಹನಿ ಕುಡಿದ್ರೆ ಹಳ್ಳಾ...... ಪ್ಲೀಸ್ ಯಲ್ಲರು ಇನ್ನ ಆದ್ರೂ ಒಗ್ಗಟ್ಟಾಗಿ ದೇಶದ ಪರವಾಗಿ ನಿಲ್ಲಿ.... ಜೈ ಹಿಂದ್'},0
12021,{'kn': 'ಸೂಪರ್ ಬ್ರೋ'},0
12022,{'kn': 'ನೇಜ್ವಾದ್ ದೇಶ್ಯ ತೋರಿಸಿ ಏಜ್ ಹೇಳಿದ್ದು'},0
12023,{'kn': 'ತುಂಬಾ ಕಾಡುತ್ತೆ ಈ ಸಿನಿಮಾದ ಕಥೆ.....ನ್ಈ ಸಿನಿಮಾನ ನೋಡಿದವರು.. ಕಥಾ ಶ್ರೀಮಂತಿಕೆಯನ್ನು.. ಭಾವನೆಗಳ ಭಾವವನ್ನು ತಮ್ಮ ಮನಸ್ಸಿನಲ್ಲಿ ತಾವೇ ಅನುಭವಿಸುವುದು ಖಂಡಿತ........ನ್# ದಿಯಾ # ಸರಳ ಸಹಜ ಸುಂದರ ಸಿನಿಮಾ......'},0
12024,{'kn': 'ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಅವನು ಇನ್ನೂ ಬದುಕಿದ್ದಾನೆ ಇದು ಸತ್ಯ'},0
12025,{'kn': 'ಡಾನ್ಸ್ ಸ್ಟೆಪ್ಸ್ ನೋಡ್ರೆ ನಮ್ ಶಂಕರನಾಗ್ ನೆಂಪಾಗ್ತಾವ್ರೆ. ಆದ್ರೂ ಸಾಂಗ್ ಸೂಪರ್ ಮತ್ತು ಡಾನ್ಸ್ ಸೂಪರ್. ಸಿನೆಮಾನೂ ಸೂಪರಾಗಿರುತ್ತೆ'},0
12026,{'kn': 'ದಿಯಾ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಎಲ್ಲರೂ ನೊಡಿ ಆದರೆ ಚಿತ್ರಕ್ಕೆ ಸರಿಯಾದ ಕ್ಲಿಮಕ್ಸ್ ಬೆಕಾಗಿತ್ತು'},0
12027,{'kn': '100 ಕೋಟಿ ಫಾರ್ ಮಾಂತ್ ಓರ್ ಡೇ ಹಾ ಅನ್ನಾ'},0
12028,{'kn': 'ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಆಂಡ್ ಸಿಂಪಲ್ ಸ್ಟಾರ್'},0
12029,{'kn': 'ಗುರು ಸೂಪರ್'},0
12030,{'kn': 'ನೀವು ತುಂಬ ಸೂಪರ್'},0
12031,  ಖಂಡಿತ ಮಾಡ್ತಿನಿ ಬ್ರೋ,0
12032,{'kn': 'ಚಿಂದಿ ಬ್ರೋ 🤣🤣🤣'},0
12033,{'kn': 'ಗಾಲಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರೀಸ್ ಸುಮಾರು...'},0
12034,{'kn': 'ಟಿಕ್ಟಾಕ್ ಬೆನ್ ಆಗ್ಬೇಕ್ ಬ್ರೋ'},0
12035,{'kn': 'ನಂಗೆ ಏ ಡಿಯಾ ಮೂವಿ ಎಸ್ಟ್ ಇಸ್ತ ಆಗಿದೆ ಆಂಡ್ರೆ ಅದು ಕೇವಲ ವರ್ಡ್ ಇಂದ ಹೆಲೋಕ್ ಆಗಲ್ಲ'},0
12036,{'kn': '@ಅವಿನಾಶ್ರದ ಕಿಚ್ಚ ನೀನು ನಂಗೆ ಆಲ್ವೇನೋ ಹುಟ್ಟಿರೋದು ನಾನ್ ಬಾಲೆ ಕೋಸ್ ರೆಸ್ಪೆಕ್ಟ್ ಫ್ಯಾಥರ್ಸ್ ಮೈ ವೇಸ್ಟ್ ಸ್ಪರ್ಸ್ ಆಲ ಬಾಲೆ ಪಾನ್ಸ್ ನಾಮ್ ಬಲೆಗಾರನ್ ಹೆಂಡ್ತಿ ಮಲಯಾಳೀ ಮನೆಲಿ ಬಬಲ್ ಅವಲಂತೆ ಹೋಗಿ ಅವಿಲ್ ಕರಿ ತುಳ್ಣ ಕೇಳಿಕೆ ಬಿದ್ದಂಗೆ ನೆಕ್ಕು ತುಲ್ಡೀಪನನ್ ಪ್ಯಾನ್ ಆಗಿದುಕ್ಕೂ ಸಾರ್ಥಕ ಆಗುತ್ತೆ ಪುಚ್ಚ ಪಾನ್ಸ್ ಫೋರ್ ಏ ರಿಯೇಷನ್ 🤣🤪'},0
12037,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ನಿನ್ ತುಲ್ಲು ಉರಿತ..... ಲೋಕಲ್ ಚಾಯ್ಸ್ ಕುಡುದೇ ಏನ್ ಕಿತ್ಕೊ ತಿಯ... ಬ ನನ್ ತುಣ್ಣಿ ಉಣ್ಣು ಹ ರೇಮ್ಡ್ ನೇ ತಿಂದೆ.... ನಿಂಗೇನು ತುಲ್ಲು ಉರಿ'},2
12038,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಲೆ ಮುಂಡೆ ಇಲ್ಲಿ ಕೇಳು ನಿಮ್ಮ ಬಾಸ್ ಯಾವಾಗ್ಲಾದ್ರೂ ಹೆಲ್ಪ್ ಮಾಡಿದನಾ.... ಹೋಗ್ಲಿ ನಿಂಗೆ ಹೊಸ ಕಾಂಡೊಮ್ ಆದ್ರೂ ಕೊಡ್ಸಿದಾನ... ಲುಚ್ಚಾ ಸುದ್ವೇಪಿ'},2
12039,{'kn': 'ವಾವ ಸುಪರ್ ಅನಾಲಸಿಸ್ನಮ್ಮ ದೇಶ ಓಳ್ಳೇದೆ...ಮಾತ ಜಾಸ್ತಿ ಕೆಲಸ ಕಮ್ಮಿ.....ನನ್ನು ಸೇರಿ.'},0
12040,{'kn': 'ಸೂಪರ್ ಗುರು ಲಿ ಎಮ್ ಫುಲ್ ಹ್ಯಾಪಿ ಬ್ರೋ'},0
12041,{'kn': 'ಸಸ್ತಂಗ ನಮಸ್ಕಾರ್ ಗುರು ನಾಲೆ'},0
12042,{'kn': 'ಪ್ಲೀಸ್ ಪ್ರಾವೈಡ್ ಮೋರ್ ಕನ್ನಡ'},0
12043,{'kn': 'ಆಲ ಡ್ ಬೆಸ್ಟ್ ಫೋರ್ ಅಪ್ಪು ಫ್ಯಾನ್ಸ್'},0
12044,{'kn': 'ಈ ಚಿತ್ರವನ್ನು ಮತ್ತೊಮ್ಮೆ ಚಿತ್ರಮಂದಿರಗಳಿಗೆ ತನ್ನಿ ನಮ್ಮ ಕನ್ನಡಿಗರು ಕೈಬಿಡುವುದಿಲ್ಲ ಮತ್ತೊಮ್ಮೆ ರಿಲೀಸ್ ಮಾಡಿ'},0
12045,{'kn': 'ಪರಮ್ವಃ ಮ್ಯೂಸಿಕ್ ನುಜುಜನ್ಕ್ಮಿಕ್ಜಿಜ್ಞ್ ಯಾ ಜಿನೆನ್'},0
12046,{'kn': 'ಏನು..... ಬರಿ ಕತ್ರಿನಾನ ಮಾತ್ರ ಜೋಕಾಲಿ ಅಡಿಸಬೇಕಾ ? ನಮ್ ನಾರಾಯಣ ಯಾರಿಗೂ ಕಡಿಮೆ ಇಲ್ಲ 1'},0
12047,{'kn': 'ನೋ ಬ್ರೋ ಯ ಊ ಆಸ್ಕಿಂಗ್ ಸಾರಿ'},0
12048,{'kn': 'ಅಕ್ಟೂಲ್ ಇದು ಇದು ಸಾಂಗ್ ಅಂದ್ರೆ...🤘🤘 ಏನಂತೀರಿ ಗೆಳಯರೆ.'},0
12049,{'kn': 'ಗಾಡ್ ಬಿಲೀಸ್ ಯುಎ ಸಾರ್ ಹನುಮಂತನ ಕೃಪೆ ನಿಮಾ ಮೇಲಿರಲಿ'},0
12050,{'kn': 'ಸುಪರ್ಬ್ ಬೆಜ್ ನ್ ನೀಸ್ ಡಂಸ್ ಮೋವ್ಸ್'},0
12051,{'kn': 'ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಗೀತ ಮತ್ತೊಮ್ಮೆ ಅವನ ರೂಪದಲ್ಲಿ ಹುಟ್ಟಿತುನ್ಯಾರ್ ಅವನು🤔?ನ್ಅವನೇ ನಮ್ಮ ಲೋಕನಾಥ🤩 ಅಜನೀಶ್..ನ್ಯುಸಿಕ್ ಬ್ಲಾಸ್ಟರ್'},0
12052,{'kn': 'ತೆಲುಗು ವರ್ಷನ್ ಅಪ್ಲೋಡ್ ಮಧುರಿರಿ'},0
12053,{'kn': '@ಟ್ರೋಲ್ ಸ್ಟುಪಿಡ್ ಫ್ಯಾನ್ಸ್ ವಾರ ಗೆ ಅಂಥ ಬಂದ್ರೆ ನಿಮ್ಮಕ್ಕನ್ ಮಿಂದ ನಾನು ಸಂಸ್ಕೃತ ಇನ್ನು ಸ್ಟಾರ್ಟ್ ಮಾಡಿಲ್ಲ ನಿಂಗೆ ಬೇಕು ಆಂಡ್ರೆ ಹೇಳು ಸ್ಟಾರ್ಟ್ ಮಾಡೋನ'},0
12054,{'kn': 'ಸೂಪರ್ ರಕಸಿಶ್ ಸಾರ್'},0
12055,{'kn': 'ಮುಂದೆ ರೆಕಾರ್ಡ್ ಮಾಡುತ್ತೆ ಈ ಮೂವಿ'},0
12056,{'kn': 'ಕಾರ್ಸೆಟ್ ಆಘಿ ಬಾಯ್ದಿದಿರ ದೊಡ್ಡು ಹೀರೋ ತಾರಾ ಅದ್ತರೆ ಥೂ....'},0
12057,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರೆ ಮತ್ತು ಸೂಪರ್ ಟ್ಯಾಲೆಂಟ್'},0
12058,{'kn': 'ಮೇಕಿಂಗ್ ಐಎಸ್ ಸೊ ಡಿಫ್ಯರೆಂಟ್ & ಗುಡ್ ವರಕೋಟೆ'},0
12059,{'kn': '@ಡರ್ ವಿಷ್ಣು ದಡ- ಅಪ್ಪು'},0
12060,{'kn': 'ಸಾರ್ ಪಕ್ಕ ನ್ಯೂಸ್ ಇಧು ಪ್ರದಾಧನ ಮಂತ್ರಿ ಮೊದೆ ನೋಡ್ದೇಕು ಅಷ್ಟಿ ಸಾರ್...'},0
12061,{'kn': 'ಲವ್ ಊ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸಾರ್'},0
12062,{'kn': 'ಒಳ್ಳೆ ಕನ್ನಡ ಸಾಂಗ್ ಅಂತನೇ ಹೆಬ್ಬಹುದು'},0
12063,{'kn': 'ಸೂಪರ್ ಟನ್'},0
12064,{'kn': 'ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!ನ್ರೂ.50'},0
12065,{'kn': 'ಧರ್ಶನ್ ಗೆ. ರೋಸ್ಟ್ ಮಾಡು ಗುರು ಪಿಲ್ಸ್'},0
12066,{'kn': 'ಸಾರ್ ಅಶ್ವತ್ಥ್ ಅಪ್ಪಾಜೀ ಅಂತಹ ತಂದೆಯವರನ್ನು ಪಡೆದ ನೀವು ಧನ್ಯರು'},0
12067,{'kn': 'ಸೂಪರ್ ಸಾರ್..'},0
12068,{'kn': 'ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ. # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.'},0
12069,{'kn': 'ತುಳುವುತಿರುಯುವು ಬಿಂದು ಗೌಡ ಆಂಡ್ರೆ ಅಲ್ಪಾ ಸ್ವಲ್ಪ ಮಾರ್ಯದೆ ಇದೇ ಬೂತ್ ವಿ ಯುಎ ಆಂನಿ ಟಿಕ್ಟಾಕ್ ಅಂತ ಕೇಳಿತುಂಬ ಅಸಯ್ಯ ಆಯ್ತು ಅವ್ಲಾ ಮೇಲೆ'},0
12070,  ಕ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ಟಿಸ್ ಅನ್ನಾನೀವು ಕಾಮೆಂಟ್ ಮಾಡಿದಕ್ಕೆಬಿಟ್ ಶ್ರೀ ಅನ್ನಾಬ್ಯಾಜ್ ನಾನ್ ಇನಷ್ಟ ಯೂಸ್ ಮಾಡಲ್ಲ,0
12071,{'kn': 'ರೋಪೋಸೋ ಇಂಗೋ ಅರಮಗ್ ಇಟ್ಟು ಈಗ ಐರ್ ಎಲ್ಲಾ ರೋಪೋಸೋ ಗೆ ಬಂದು ರೋಪೋಸೋ ನೂ ಹಲ್ ಮಾಡ್ತಾ ಇದರೆ ಅನ್ನಾ'},0
12072,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ಬ್ರೋ'},0
12073,{'kn': 'ಡಬ್ ಐಟಿ ಟೊ ಮಲಯಾಳಂ'},0
12074,{'kn': '@ಕಾಕ್ಪಿಟ್ ಕಾಕ್ ಅಲ್ಲವುದ್ದೀನ್ ಮಯಾದೀಪ ಅನ್ನೋದು ಅರೇಬಿಯನ್ ನೈಟ್ಸ್ ಸ್ಟೋರ್ಸ್ ನಲ್ಲಿ ಬರುವ ಕಾಲ್ಪನಿಕ ಕತೆ ದೀಪ ಉಜ್ಜಿದರೆ ಭೂತ ಬಂಧು ಎಲ್ಲಾ ಕೆಲಸ ಮಾಡುತ್ವೆ ಅಲ್ಲವುದ್ದೀನ್ ಖಿಲ್ಜಿ ಅಲ್ಲಾ'},0
12075,{'kn': 'ರಾಜೇಶ್ ರಾವ್ ಯೀಪ್ ಬ್ರೋ'},0
12076,  ಗುರು ನಾವು ನಮ್ ಅಪ್ಪನ್ನ ಅಪ್ಪ ಅಂತೀವಿ ಬೇರೇಯವರ್ನಲ್ಲ ಈ ಬಡ್ಡಿಹೈಕ್ಳು ಎಷ್ಟು ಜನಕ್ಕೆ ಹುಟ್ಟವೋ,0
12077,  ಸಬ್ಕ್ರಿಬೇಬ್ ಬ್ರೋ ಬೆಂಕಿ ನೀನು,0
12078,{'kn': '@ಟ್ರೋಲ್ ಮಾನ್ಸ್ಟರ್_ಕನ್ನಡ ಲೇ ಸಾಕತ್ ಡೈಲ್ಯೂಸ್ಸ್ ಕಣ್ಲ..... ನೆಕ್ಸ್ಟ್ ನಿಮ್ ಬೂಬ್ಸ್ ಫಿಲ್ಮ್ ಗೆ ನೀನೆ ಇದೇ ಡೈಲ್ಯೂಸ್ಸ್ ನಾ ಹಾಕೊಳ್ಳಿ.... ಹೆಂಗಿದ್ರು ಅದೆ ತಾಣೆ ಎಬ್ರೂ ಮಾತಾಡೊದು.... ಫಿಲ್ಮ್ ನೋಡ್ಕೊಂಡು ಎಲ್ಲಾ ಫ್ಯಾನ್ಸ್ ಗಳು ಒಬ್ರನ್ನ್ ಒಬ್ರು ಬೈಕೊಂಡು ಇರಿ....🤣'},0
12079,{'kn': 'ಹಂದ ಪಪಪ್ಪಿಪ್ಪ್ ಸೂಪರ್ ಸಾಂಗ್🥰🥰'},0
12080,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್'},0
12081,{'kn': 'ರಕ್ಷಿತ್ ನೈಕ್ ಅವ್ರು ಮೋದಿ ಭಕ್ತರು'},0
12082,{'kn': '@ಬಿಂದುಗೌಡ ಬ್ಲಾಸ್ಟ್ ಫುಲ್'},0
12083,{'kn': 'ನೋ ವರ್ಡ್ಸ್ ಬ್ರೋ ಜಸ್ಟ್'},0
12084,{'kn': 'ಸೂಪರ್ ಮೂವಿ ಈ ಲೈಕ್ ಐಟಿ'},0
12085,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ ನಾಮ್ ಕನ್ನಡ ಸಾಂಗ್'},0
12086,{'kn': '@ಗಿರಿಜಾ ರಮ್ ಹೌದು..'},0
12087,{'kn': 'ನಮ್ಮ ದೇಶದಲ್ಲಿ ಓತ್ಲಾನೆ ಜಾಸ್ತಿ'},0
12088,{'kn': 'ಒಂದ್ ಸಲ ನಿನ್ ಮುಖ ತೋ ರ್ ಸು ಗುರ್ವೆ'},2
12089,{'kn': 'ಲವರ್ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸಾರ್ ವೈಸ್'},0
12090,{'kn': 'ಏತು ಗುರು ಸಾಂಗ್ ಎಂದರೆ'},0
12091,{'kn': 'ಆಲ ದ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಸ್ವಾಭಿಮಾನಿ ಕನ್ನಡಿಗರ ವೇದಿಕೆ'},0
12092,{'kn': 'ಸೂಪರ್ ಸಿಗ್ನೇಚರ್ ಸ್ಟೇಪ್..'},0
12093,{'kn': 'ಹೌದು ಬ್ರದರ್ ನಾನು ಟೀವಿವಿ ನಲ್ಲಿ ನೋಡಿದ್ದೆ ಇವರು ಎಲಿಲ್ನೆಲ್ಲಾ ಅವರು ಏಳಿದ್ದು'},0
12094,{'kn': '@ಕಿಚ್ಚ ವಿಠಲ್ ನಿಮ್ಮ ಅವ್ವ ಹಾದರಗಿತ್ತಿ... ನಿನ್ ದೊಡ್ಡ ಷಂಡ'},2
12095,{'kn': 'ಟ್ರೈಲರ್ ಬರೀ ಇದೇ ನೊಡ್ಬೆಬೇಕು..'},0
12096,{'kn': 'ಬಿಂದು ಗೌಡ ಡಗರ್'},0
12097,{'kn': '@ಅಲೋಕ್ ಖರ್ ನೊಬೆಲ್ ಪ್ರೈಸ್'},0
12098,{'kn': '@ಪೃಥ್ವಿಸಗಾರ್ ಸಾಗರ್ ಬೂತ್ ಕ್ರಿಯೇಟ್ ಹಿಂದಿ ಮುಸ್ಲಿಂ ದಿವಿದೆ'},0
12099,{'kn': 'ರಂಗೋ ಕಾರ್ಟೂನ್ ಮೂವಿ... ನೀಸ್ ಮೂವಿ'},0
12100,  ಫುಲ್ ಮೂವಿ ಅಪ್ ಲೋಡ್ ಮೇ ಸಾರ್,0
12101,{'kn': 'ಅವೆಸೋಮೆ ಸಾಂಗ್ ಗುರು'},0
12102,{'kn': 'ನಮ್ಮ ದೇಶದ ನಂತರ ಅವರಿಗೆ ಸ್ವತಂತ್ರ ಸಿಕ್ಕಿರುವುದು ಅವರೇಕೆ ಅಷ್ಟು ಮುಂದುವರೆದರು ನೀನ್ನಮ್ಮ ದೇಶ ಕಾಂಗ್ರೆಸ್ ಹಂದಿಗಳು ಯಾಕೆ ಉದ್ಧಾರ ಮಾಡಲಿಲ್ಲ'},0
12103,{'kn': '@ಅಸಿಫ್ ಶೈಕ್ ಹೆಸ್ರು ಅದ್ರು ನೆಟ್ಟಿಗ್ ಟಿಲ್ಕೊಲೊ'},0
12104,{'kn': 'ನಿಜ್ವಾಗ್ಲೂ ಸಾರ್.ಒಳ್ಳೆ ಇಂಫಾರ್ಮೆಷನ್ ಕೊಟ್ಟಿದಿರಿ'},0
12105,{'kn': 'ಹಾಯ್....ಚೈನಾ ದಲ್ಲಿ ಆಗೋ ಪ್ರೊಡಬ್ ನೂ ನಾವು ಮಾಡಿದ್ವಿ....ಅದ್ರೆ....ನಮ್ಮ ದೇಶ ದಾವರ್ ನಮಗೆ ಮೋಸ ಮಾಡಿದ್ರು ಸಾಮೆ ಮೊಡೆಲ್ ನೂ ಚೈನಾ ಕೊಂಡಾಗಿ ಅವರೆಗೆ ಥಾರಿಸ್ ಡಿಬ್ಲಿಕೇಟ್ ಮದ್ಬಿತ್ತು ದಂಡು...ಕಮ್ಮಿ ಬೆಳೆಗೆ ಎಲ್ಲೆ ಮಾರಿದ್ದಾರೆ....ಎದ್ದೆ ಕಾರಣ...ನಾವು ಹಿಂದುಳಿಯಲು....ಇಗ್ಲೂ ನಾವು...ಮಾಡೋ ಒಂದೊಂದು ಪ್ರೊಡಬ್ ಚೈನಾ ದಿಂದ ತರಿಸ್ತಿದ್ರು ಅದ್ರೆ ನಾವು ಆಟೋಮೊಬೈಲ್ಸ್ ಪ್ರೊಡಬ್ ನಾವು ಮದ್ತಿದೇವಿ...ಅದ್ರೆ ಯಾರು ಎಂಚರಗೆ ಮಾಡಲ್ಲ.....'},0
12106,{'kn': 'ವಿಜಯ್ ಪ್ರಕಾಶ್ ವೈಸ್ ಐಎಸ್ ಸೂಪರ್'},0
12107,{'kn': 'ಇನ್ನೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಸೋ ಸರ್ದಾರ'},0
12108,{'kn': 'ಏನ್ ಸಾಂಗ್ ಗುರು ...ಸೂಪರ್'},0
12109,{'kn': 'ಅದೇನೋ ಗೊತ್ತಿಲ್ಲ ತುಂಬ ಇಸ್ತ ಆಯ್ತಾ ನಿಮಗೆ???'},0
12110,{'kn': 'ಉರ್ಸೋಕೆ ನಿಂತ್ರೆ ಕನ್ನಡದವರು ಚರಿತ್ರೆ ಬರೀತಾರೆ ಅಂತ ಗೊತ್ತಾಗಲಿ.. ಕೆಲವು ಕಿಡಿಗೇಡಿಗಳಿಗೆ..'},0
12111,{'kn': 'ಊ ಮಿಸೆಸ್ ದುನಿಯಾ ಮೂವಿ'},0
